,lineage,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,SL.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,SL.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,SL.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,6,9,8,2,0,0,0,0,0,0
3,SL.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4,SL.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,7,10,8,2,2,3,9,15,26,22,11,4,2,0,1,0
5,SL.5,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,2,2,1,2,2,1,5,7,5,6,20,21,11,2,3,1,0,0,1,0,0,0,0,0,0
6,SL.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,SL.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,SL.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,SL.9,0,0,0,0,0,0,1,1,0,0,1,2,1,4,3,4,6,8,9,5,5,14,4,19,20,40,30,22,5,5,1,1,3,2,2,2,0,0,0,0
10,SL.10,0,0,0,0,0,0,0,0,0,0,1,4,3,8,3,5,5,18,9,16,7,1,2,6,6,4,5,20,30,28,17,5,2,0,0,0,0,0,0,0
11,SL.11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,2,3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
12,SL.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,11,30,15,36,29,50,69,31,22,19,14,5,3,0,0,0,0,0,0,0,0
13,SL.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14,SL.14,0,0,0,0,0,0,2,0,0,0,3,5,3,10,15,15,26,25,30,21,32,13,25,28,13,15,29,10,23,28,60,20,13,5,0,0,0,0,0,0
15,SL.15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,12,2,10,11,11,8,7,19,20,7,6,12,14,2,3,1,3,4,1,0,0,0,0
16,SL.16,0,0,0,0,0,0,2,1,3,2,5,7,15,13,21,25,19,26,18,8,32,30,20,17,20,10,11,1,3,2,0,0,0,0,0,0,0,0,0,0
17,SL.17,0,0,0,0,0,0,0,0,0,0,0,1,9,2,2,1,2,8,1,2,6,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,SL.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,3,2,4,0,2,1,2,2,3,1,3,3,5,6,7,1,0,0,0,0,0,0
19,SL.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,3,1,1,1,1,0,0,1,2,0,0,0,0,0,0
20,SL.20,0,0,0,0,0,0,0,2,1,2,5,41,33,46,72,92,73,114,80,80,85,116,103,69,83,115,90,54,34,25,31,43,21,24,28,10,3,0,0,0
21,SL.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,SL.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,3,4,0,2,2,1,1,4,0,4,2,1,0,0,0,0,0,0
23,SL.23,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,3,5,2,1,2,8,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
24,SL.24,0,0,0,0,0,0,0,1,4,5,14,17,7,8,18,27,32,47,46,22,12,10,10,2,3,4,1,2,0,2,0,0,0,3,0,0,0,0,0,0
25,SL.25,0,0,0,0,0,0,0,0,0,2,8,17,5,21,43,55,55,126,53,87,101,87,81,95,94,120,67,41,28,50,48,13,10,3,2,0,2,0,0,0
26,SL.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
27,SL.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,SL.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,8,9,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,SL.29,0,0,0,0,0,0,0,0,0,0,0,1,0,3,8,4,4,18,4,8,2,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,SL.30,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,1,3,0,1,4,6,2,4,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,SL.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,7,4,1,4,1,8,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,SL.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,SL.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,SL.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,SL.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,SL.36,0,0,0,0,0,0,0,0,0,0,7,33,20,40,31,34,25,27,23,12,26,6,9,11,7,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
37,SL.37,0,0,0,0,0,0,0,0,0,0,1,5,10,26,24,19,21,46,32,27,24,13,28,28,12,6,10,10,13,12,2,4,3,5,21,5,0,0,0,0
38,SL.38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,SL.39,0,0,0,0,0,0,0,0,0,0,3,0,0,4,1,1,0,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,SL.40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
41,SL.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,SL.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,SL.43,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,SL.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,5,1,4,1,3,1,1,0,0,0,0,0,0,0,0,0
45,SL.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,SL.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,SL.47,0,0,0,0,0,0,0,3,4,2,7,14,3,11,11,23,24,44,16,11,12,12,14,14,14,19,12,2,6,9,6,1,3,1,0,1,0,0,0,0
48,SL.48,0,0,0,0,0,0,0,0,0,1,16,25,27,80,146,190,223,426,264,412,553,564,494,643,704,833,619,336,351,296,353,278,268,238,198,142,75,13,3,3
49,SL.49,0,0,0,0,0,0,0,0,0,0,2,2,1,12,26,44,89,102,54,97,123,178,146,134,217,224,181,130,91,124,94,76,45,46,47,54,14,5,3,2
50,SL.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,8,5,11,44,49,58,34,19,22,7,25,32,6,1,0,1,0,0,0
51,SL.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52,SL.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,3,8,3,1,0,1,0,0,0,0,0,0,0
53,SL.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
54,SL.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,10,8,13,11,14,6,4,0,0,0
55,SL.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
56,SL.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,SL.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
58,SL.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0
59,SL.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
60,SL.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,6,45,83,31,24,18,9,5,1,0,0,0
61,SL.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
62,SL.62,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,3,0,5,7,7,11,13,5,7,11,4,0,0,1,0,0,0,0,0,0,0
63,SL.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
64,SL.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
65,SL.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,SL.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0
67,SL.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,0,0,0
68,SL.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
69,SL.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,0,0,0,0,0,0
70,SL.70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,3,0,0,0,0,0,0,0,0
71,SL.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
72,SL.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0
73,SL.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,SL.74,0,0,0,0,0,0,0,0,0,1,6,22,13,16,19,25,16,34,15,21,25,29,41,42,31,37,17,24,31,40,38,22,31,31,19,34,4,1,2,2
75,SL.75,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,0,5,5,1,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1
76,SL.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,SL.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,SL.78,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,SL.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
80,SL.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
81,SL.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,6,9,2,2,1,9,3,6,3,3,3,4,6,7,13,22,31,16,12,4
82,SL.82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,SL.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,1,4,1,5,0,4,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
84,SL.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,SL.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,2,0,0,0,0,0,2,3,2,4,0,0,0,0,0,0,0,0
86,SL.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,0,3,1,4,4,6,3,2,9,3,5,7,11,13,19,5,18,39,16,5,3,4
87,SL.87,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
